,global_pep_ID,local_pep_ID,frame,trajectory,target_status,pp_contacts,pl_contacts,dip_pp_contacts,dip_lp_contacts,hyd_lp_contacts,Ppep_Nlip_contacts,Npep_Plip_contacts,mean_separation,mean_apl
113,34,34,167,0,1,0,6,0,0,0,1,1,13.175004880815468,0.5578000000000001
114,10,10,168,0,3,0,0,0,0,0,0,0,22.508519745989716,0.5475999999999999
115,22,22,168,0,1,0,18,0,4,51,3,1,9.37225235461889,0.5475999999999999
116,34,34,168,0,1,0,5,0,0,1,1,1,13.101848894542972,0.5475999999999999
117,10,10,169,0,3,0,0,0,0,0,0,0,22.426225362285187,0.5475999999999999
118,22,22,169,0,1,0,20,0,0,46,3,0,9.319754918258797,0.5475999999999999
119,34,34,169,0,1,0,6,0,1,0,1,1,13.030040307446429,0.5475999999999999
120,10,10,170,0,3,0,0,0,0,0,0,0,22.349564889586244,0.6048
121,22,22,170,0,1,0,21,0,3,50,3,1,9.270105826255255,0.6048
122,34,34,170,0,1,0,6,0,1,0,2,1,12.961715913451435,0.6048
123,10,10,171,0,3,0,0,0,0,0,0,0,22.271436256634825,0.6090000000000001
124,22,22,171,0,1,0,19,0,2,52,3,2,9.222018410893432,0.6090000000000001
125,34,34,171,0,1,0,5,0,0,0,1,1,12.896147729428389,0.6090000000000001
126,10,10,172,0,3,0,0,0,0,0,0,0,22.200628423478232,0.6048
127,22,22,172,0,1,0,23,0,3,45,3,1,9.176137601812018,0.6048
128,34,34,172,0,1,0,6,0,0,0,1,1,12.828181756715487,0.6048
129,10,10,173,0,3,0,0,0,0,0,0,0,22.11938373895948,0.6227
130,22,22,173,0,1,0,25,0,2,46,3,1,9.12848382099174,0.6227
131,34,34,173,0,3,0,4,0,1,0,0,2,12.76222775055428,0.6227
132,10,10,174,0,3,0,0,0,0,0,0,0,22.04163445200307,0.6090000000000001
133,22,22,174,0,1,0,17,0,2,48,3,1,9.081781547324727,0.6090000000000001
134,34,34,174,0,1,0,7,0,0,0,1,1,12.695147737152787,0.6090000000000001
135,10,10,175,0,3,0,0,0,0,0,0,0,21.974521385481424,0.6227
136,22,22,175,0,1,0,27,0,2,30,3,1,9.0365299982346,0.6227
137,34,34,175,0,3,0,2,0,0,0,1,0,12.632006820813697,0.6227
138,10,10,176,0,3,0,0,0,0,0,0,0,21.881018154787466,0.6227
139,22,22,176,0,1,0,20,0,3,40,3,2,8.990727085795765,0.6227
140,34,34,176,0,3,0,0,0,0,0,0,0,12.581673803352013,0.6227
141,10,10,177,0,3,0,0,0,0,0,0,0,21.814163348767455,0.6246
142,22,22,177,0,1,0,20,0,2,36,3,2,8.945397308325708,0.6246
143,34,34,177,0,3,0,0,0,2,0,0,0,12.537151234265664,0.6246
144,10,10,178,0,3,0,0,0,1,0,0,0,21.73854005280572,0.6169
145,22,22,178,0,1,0,28,0,2,34,5,1,8.900113313929578,0.6169
146,34,34,178,0,3,0,0,0,2,0,0,0,12.491136631408237,0.6169
147,10,10,179,0,3,0,3,0,1,0,0,0,21.644577139023006,0.6227
148,22,22,179,0,1,0,25,0,5,29,4,1,8.856491026301725,0.6227
149,34,34,179,0,3,0,0,0,1,0,0,0,12.439727565389328,0.6227
150,10,10,180,0,3,0,0,0,0,0,0,0,21.572069527846047,0.5932999999999999
151,22,22,180,0,1,0,18,0,2,44,4,1,8.812412616767768,0.5932999999999999
152,34,34,180,0,3,0,1,0,0,0,0,0,12.397522016102007,0.5932999999999999
153,10,10,181,0,3,0,0,0,0,0,0,0,21.514875559370513,0.5759000000000001
154,22,22,181,0,1,0,22,0,4,27,4,1,8.767491099909924,0.5759000000000001
155,34,34,181,0,3,0,0,0,0,0,0,0,12.356828403085764,0.5759000000000001
156,10,10,182,0,3,0,0,0,0,0,0,0,21.453911860626423,0.5816000000000001
158,34,34,182,0,3,0,0,0,0,0,0,0,12.313925017857612,0.5816000000000001
159,10,10,183,0,3,0,0,0,0,0,0,0,21.388894311097943,0.5816000000000001
160,22,22,183,0,1,0,18,0,2,39,4,0,8.680596948066682,0.5816000000000001
161,34,34,183,0,3,0,0,0,2,0,0,1,12.272404384591717,0.5816000000000001
162,10,10,184,0,3,0,0,0,0,0,0,0,21.32035299905014,0.5845999999999999
163,22,22,184,0,1,0,22,0,5,44,4,0,8.636317266005433,0.5845999999999999
164,34,34,184,0,3,0,3,0,2,0,0,1,12.213274634237798,0.5845999999999999
165,10,10,185,0,3,0,0,0,0,0,0,0,21.243644401983552,0.5349
166,22,22,185,0,1,0,21,0,2,35,4,1,8.593745509611024,0.5349
167,34,34,185,0,1,0,6,0,1,0,0,1,12.156790957928797,0.5349
168,10,10,186,0,3,0,0,0,0,0,0,0,21.177452987396716,0.5355
169,22,22,186,0,1,0,20,0,0,36,4,1,8.551630371103833,0.5355
170,34,34,186,0,1,0,6,0,2,0,0,1,12.0987784217613,0.5355
171,10,10,187,0,3,0,0,0,0,0,0,0,21.0898211881566,0.5351000000000001
172,22,22,187,0,1,0,18,0,0,39,4,1,8.511507613150629,0.5351000000000001
173,34,34,187,0,1,0,5,0,1,0,0,1,12.038826144841174,0.5351000000000001
174,10,10,188,0,3,0,0,0,0,0,0,0,21.00777570243772,0.5439
175,22,22,188,0,1,0,18,0,3,47,3,0,8.468591655579042,0.5439
176,34,34,188,0,1,0,9,0,0,0,0,1,11.981687957256632,0.5439
177,10,10,189,0,3,0,0,0,0,0,0,0,20.958241515522765,0.5871000000000001
178,22,22,189,0,1,0,23,0,4,33,4,0,8.427098285890162,0.5871000000000001
179,34,34,189,0,3,0,3,0,1,0,0,1,11.933549762660643,0.5871000000000001
180,10,10,190,0,3,0,0,0,0,0,0,0,20.903736398797115,0.5988
181,22,22,190,0,1,0,27,0,2,28,4,1,8.38622127135108,0.5988
182,34,34,190,0,3,0,4,0,2,0,0,2,11.893166465199808,0.5988
183,10,10,191,0,3,0,0,0,0,0,0,0,20.83570729406362,0.5988
184,22,22,191,0,1,0,30,0,3,38,5,1,8.347983127558566,0.5988
185,34,34,191,0,3,0,3,0,0,0,0,2,11.84623687452378,0.5988
186,10,10,192,0,3,0,0,0,0,0,0,0,20.76307203653726,0.5826
187,22,22,192,0,1,0,29,0,4,38,5,1,8.306664373339414,0.5826
188,34,34,192,0,3,0,2,0,0,0,0,2,11.807757680126644,0.5826
189,10,10,193,0,3,0,0,0,0,0,0,0,20.694500304842357,0.5862
190,22,22,193,0,1,0,27,0,4,36,5,1,8.267446493305297,0.5862
191,34,34,193,0,3,0,3,0,0,0,0,2,11.77056066315888,0.5862
192,10,10,194,0,3,0,2,0,0,0,0,0,20.62057465258824,0.5955999999999999
193,22,22,194,0,1,0,26,0,5,36,5,1,8.22966385824093,0.5955999999999999
194,34,34,194,0,3,0,2,0,1,0,0,1,11.723087400766753,0.5955999999999999
195,10,10,195,0,3,0,3,0,0,0,0,0,20.53876541389209,0.5955999999999999
196,22,22,195,0,1,0,30,0,1,39,5,0,8.193237887575174,0.5955999999999999
197,34,34,195,0,3,0,3,0,0,0,0,1,11.676471138380656,0.5955999999999999
198,10,10,196,0,3,0,2,0,0,0,0,0,20.461995334583985,0.5862
199,22,22,196,0,1,0,33,0,3,40,6,0,8.157144280048222,0.5862
200,34,34,196,0,3,0,2,0,1,0,0,1,11.635166615340518,0.5862
201,10,10,197,0,3,0,2,0,0,0,0,0,20.38410984096675,0.5862
203,34,34,197,0,3,0,1,0,2,0,0,1,11.597430226204011,0.5862
204,10,10,198,0,3,0,1,0,0,0,0,0,20.31113170798948,0.5987
205,22,22,198,0,1,0,29,0,4,40,6,0,8.082765304465385,0.5987
206,34,34,198,0,3,0,2,0,1,0,0,2,11.549111406958172,0.5987
207,10,10,199,0,3,0,2,0,0,0,0,0,20.23988634775985,0.5862
208,22,22,199,0,1,0,33,0,4,32,6,0,8.04662204185782,0.5862
209,34,34,199,0,3,0,4,0,0,0,0,2,11.496468794984132,0.5862
210,10,10,200,0,3,0,0,0,0,0,0,0,20.173934592795405,0.6033000000000001
211,22,22,200,0,1,0,25,0,2,47,6,0,8.011883124126793,0.6033000000000001
212,34,34,200,0,3,0,2,0,2,0,0,1,11.443527735734891,0.6033000000000001
213,10,10,201,0,3,0,0,0,0,0,0,0,20.11104062392848,0.5892000000000001
214,22,22,201,0,1,0,30,0,1,53,6,0,7.975043377958922,0.5892000000000001
215,34,34,201,0,3,0,1,0,0,0,0,2,11.394631127385471,0.5892000000000001
216,10,10,202,0,3,0,0,0,0,0,0,0,20.05036242110997,0.5833000000000002
217,22,22,202,0,1,0,24,0,3,43,6,0,7.93973251557543,0.5833000000000002
218,34,34,202,0,3,0,4,0,0,0,0,1,11.348192396123984,0.5833000000000002
219,10,10,203,0,3,0,0,0,0,0,0,0,19.993097977257253,0.5872
220,22,22,203,0,1,0,27,0,3,44,5,0,7.9047490257156525,0.5872
221,34,34,203,0,3,0,3,0,0,0,1,1,11.297918129006158,0.5872
222,10,10,204,0,3,0,0,0,0,0,0,0,19.935394942339904,0.5460999999999999
223,22,22,204,0,1,0,26,0,2,49,6,1,7.8699421073181375,0.5460999999999999
224,34,34,204,0,1,0,5,0,1,0,1,1,11.247783064427432,0.5460999999999999
225,10,10,205,0,3,0,1,0,1,0,0,0,19.868882281200413,0.5815000000000001
226,22,22,205,0,1,0,24,0,3,39,6,1,7.834277468966161,0.5815000000000001
227,34,34,205,0,3,0,2,0,0,0,0,1,11.199536644720336,0.5815000000000001
228,10,10,206,0,3,0,2,0,0,0,0,0,19.796321694250693,0.5490999999999999
229,22,22,206,0,1,0,25,0,2,43,6,1,7.801499906486139,0.5490999999999999
230,34,34,206,0,1,0,6,0,0,0,0,2,11.148547431641786,0.5490999999999999
231,10,10,207,0,3,0,2,0,1,0,0,0,19.725989059567983,0.5971000000000001
232,22,22,207,0,1,0,28,0,1,38,6,1,7.765822472654573,0.5971000000000001
233,34,34,207,0,3,0,4,0,0,0,0,2,11.102450578852906,0.5971000000000001
234,10,10,208,0,3,0,2,0,0,0,0,0,19.65662779664356,0.5493
235,22,22,208,0,1,0,27,0,4,40,6,1,7.733206243525848,0.5493
236,34,34,208,0,1,0,5,0,0,0,0,2,11.05462779820034,0.5493
237,10,10,209,0,3,0,0,0,0,0,0,0,19.60393524970164,0.5476
238,22,22,209,0,1,0,25,0,0,53,6,1,7.699949107811547,0.5476
239,34,34,209,0,1,0,5,0,2,0,0,2,11.008343510672802,0.5476
240,10,10,210,0,3,0,1,0,0,0,0,0,19.542473026036447,0.5793
241,22,22,210,0,1,0,25,0,7,50,6,2,7.667691734955053,0.5793
242,34,34,210,0,3,0,2,0,1,0,0,2,10.962966811035493,0.5793
243,10,10,211,0,3,0,0,0,0,0,0,0,19.49005825816275,0.5913999999999999
244,22,22,211,0,1,0,29,0,5,48,6,2,7.634310427159044,0.5913999999999999
245,34,34,211,0,3,0,2,0,2,0,0,2,10.916665035477092,0.5913999999999999
246,10,10,212,0,3,0,0,0,0,0,0,0,19.430134354962497,0.5852999999999999
247,22,22,212,0,1,0,30,0,5,51,6,2,7.603214971536311,0.5852999999999999
248,34,34,212,0,3,0,4,0,1,0,0,2,10.872752420023582,0.5852999999999999
249,10,10,213,0,3,0,1,0,0,0,0,0,19.364022950549103,0.5852999999999999
250,22,22,213,0,1,0,26,0,2,57,6,2,7.573263023975194,0.5852999999999999
251,34,34,213,0,3,0,2,0,3,0,0,2,10.827943200278032,0.5852999999999999
252,10,10,214,0,3,0,0,0,0,0,0,1,19.305824404968245,0.5764999999999999
253,22,22,214,0,1,0,27,0,2,51,6,2,7.542063178635035,0.5764999999999999
254,34,34,214,0,3,0,3,0,3,0,0,2,10.781404537626472,0.5764999999999999
255,10,10,215,0,3,0,0,0,0,0,0,1,19.254297120547548,0.585
256,22,22,215,0,1,0,22,0,2,53,6,2,7.510869635581379,0.585
257,34,34,215,0,3,0,4,0,3,0,0,2,10.738363349532207,0.585
258,10,10,216,0,3,0,0,0,0,0,0,1,19.197215025985628,0.5795999999999999
259,22,22,216,0,1,0,21,0,4,46,6,2,7.477998576421068,0.5795999999999999
260,34,34,216,0,3,0,1,0,2,0,0,2,10.6939787719362,0.5795999999999999
261,10,10,217,0,3,0,1,0,0,0,0,1,19.13670900945412,0.5795999999999999
262,22,22,217,0,1,0,23,0,4,49,6,2,7.448550245218112,0.5795999999999999
263,34,34,217,0,3,0,1,0,1,0,0,2,10.651472133897128,0.5795999999999999
264,10,10,218,0,3,0,1,0,0,0,0,0,19.078383387687733,0.5975999999999999
265,22,22,218,0,1,0,24,0,1,49,6,2,7.419564378688901,0.5975999999999999
266,34,34,218,0,3,0,2,0,1,0,0,2,10.60813355698158,0.5975999999999999
267,10,10,219,0,3,0,1,0,0,0,0,0,19.013421187375663,0.5795999999999999
268,22,22,219,0,1,0,19,0,0,51,6,1,7.3900469558166195,0.5795999999999999
269,34,34,219,0,3,0,2,0,1,0,0,2,10.563663021821895,0.5795999999999999
270,10,10,220,0,3,0,2,0,0,0,0,0,18.956140082892233,0.6310999999999999
271,22,22,220,0,1,0,20,0,3,41,6,0,7.359161562066133,0.6310999999999999
272,34,34,220,0,3,0,4,0,2,0,0,2,10.5267770306758,0.6310999999999999
273,10,10,221,0,3,0,0,0,0,0,0,1,18.905774830404628,0.622
274,22,22,221,0,1,0,14,0,0,45,5,0,7.330136159464501,0.622
275,34,34,221,0,3,0,4,0,0,0,0,2,10.485733781037062,0.622
276,10,10,222,0,3,0,0,0,0,0,0,0,18.848388794215506,0.6207
277,22,22,222,0,1,0,16,0,1,41,6,0,7.301039720623756,0.6207
278,34,34,222,0,3,0,3,0,1,0,0,2,10.445676176723415,0.6207
279,10,10,223,0,3,0,0,0,1,0,0,0,18.79560895817076,0.6251
280,22,22,223,0,1,0,18,0,1,41,5,0,7.272515794262061,0.6251
281,34,34,223,0,3,0,1,0,2,0,0,2,10.405760530906706,0.6251
282,10,10,224,0,3,0,2,0,0,0,0,0,18.735341151874213,0.6251
283,22,22,224,0,1,0,13,0,2,38,5,0,7.24090109362414,0.6251
284,34,34,224,0,3,0,3,0,0,0,0,2,10.364244646588237,0.6251
285,10,10,225,0,3,0,0,0,0,0,0,1,18.68324194967574,0.6180999999999999
286,22,22,225,0,1,0,16,0,1,49,5,0,7.211628375545234,0.6180999999999999
287,34,34,225,0,3,0,3,0,1,0,0,2,10.327507983751213,0.6180999999999999
288,10,10,226,0,3,0,0,0,0,0,0,1,18.631227503219534,0.6216999999999999
289,22,22,226,0,1,0,23,0,0,40,5,0,7.184707497317222,0.6216999999999999
290,34,34,226,0,1,0,5,0,2,0,0,2,10.295074617039198,0.6216999999999999
291,10,10,227,0,3,0,0,0,0,0,0,1,18.586039590048856,0.618
292,22,22,227,0,1,0,18,0,1,42,5,0,7.157172005159647,0.618
293,34,34,227,0,3,0,4,0,0,0,0,2,10.26079980201178,0.618
294,10,10,228,0,3,0,0,0,0,0,0,1,18.53318166627678,0.6207
295,22,22,228,0,1,0,22,0,3,47,4,0,7.128863766024722,0.6207
296,34,34,228,0,3,0,3,0,1,0,0,2,10.225199573135658,0.6207
297,10,10,229,0,3,0,0,0,0,0,0,1,18.482327466585552,0.6113999999999999
298,22,22,229,0,1,0,18,0,0,42,5,1,7.100302702747579,0.6113999999999999
300,10,10,230,0,3,0,1,0,0,0,0,0,18.428911416693232,0.5808
301,22,22,230,0,1,0,18,0,0,47,5,1,7.073317356024382,0.5808
302,34,34,230,0,3,0,3,0,1,0,0,2,10.151377321144698,0.5808
303,10,10,231,0,3,0,1,0,1,0,0,0,18.375974173471043,0.5899
304,22,22,231,0,1,0,21,0,2,42,5,2,7.045823174966709,0.5899
305,34,34,231,0,3,0,1,0,0,0,0,2,10.119590085080626,0.5899
306,10,10,232,0,3,0,0,0,0,0,0,0,18.33225018785495,0.5841000000000001
307,22,22,232,0,1,0,11,0,1,48,3,2,7.0183003814128115,0.5841000000000001
308,34,34,232,0,3,0,2,0,0,0,0,2,10.080132293624974,0.5841000000000001
309,10,10,233,0,3,0,0,0,0,0,0,0,18.288450562983535,0.5841000000000001
310,22,22,233,0,1,0,13,0,3,49,4,2,6.990615235360205,0.5841000000000001
311,34,34,233,0,3,0,1,0,0,0,0,2,10.04693834086038,0.5841000000000001
312,10,10,234,0,3,0,0,0,0,0,0,0,18.24221199161142,0.5900000000000001
313,22,22,234,0,1,0,19,0,3,39,4,2,6.9653901141285655,0.5900000000000001
314,34,34,234,0,3,0,1,0,0,0,0,2,10.022028396147292,0.5900000000000001
315,10,10,235,0,3,0,0,0,0,0,0,1,18.198369688299632,0.5900000000000001
316,22,22,235,0,1,0,21,0,2,43,4,2,6.936893261009707,0.5900000000000001
317,34,34,235,0,3,0,2,0,0,0,0,1,9.993118026821312,0.5900000000000001
318,10,10,236,0,3,0,0,0,0,0,0,0,18.15782208584091,0.5900000000000001
319,22,22,236,0,1,0,21,0,1,54,4,2,6.909168505190491,0.5900000000000001
320,34,34,236,0,3,0,1,0,0,0,0,1,9.960688973897453,0.5900000000000001
321,10,10,237,0,3,0,0,0,0,0,0,0,18.118131053754063,0.5898
322,22,22,237,0,1,0,25,0,2,48,5,2,6.883167413020767,0.5898
323,34,34,237,0,3,0,1,0,0,0,0,1,9.930966423277198,0.5898
324,10,10,238,0,3,0,0,0,0,0,0,0,18.06985242733514,0.5999000000000001
325,22,22,238,0,1,0,18,0,3,41,3,2,6.857042263481786,0.5999000000000001
326,34,34,238,0,3,0,0,0,0,0,0,1,9.905388156889138,0.5999000000000001
327,10,10,239,0,3,0,0,0,0,0,0,0,18.027520437776513,0.5999000000000001
328,22,22,239,0,1,0,16,0,0,42,3,2,6.83402828307436,0.5999000000000001
329,34,34,239,0,3,0,0,0,0,0,0,1,9.881855310076446,0.5999000000000001
330,10,10,240,0,3,0,0,0,0,0,0,0,17.989715339315723,0.6154
331,22,22,240,0,1,0,22,0,1,50,3,2,6.806708321665351,0.6154
332,34,34,240,0,3,0,0,0,0,0,0,0,9.866692330340603,0.6154
333,10,10,241,0,3,0,0,0,0,0,0,0,17.959483119501865,0.6133
334,22,22,241,0,1,0,16,0,5,49,2,2,6.783205896966736,0.6133
335,34,34,241,0,3,0,0,0,0,0,0,0,9.840382552750029,0.6133
336,10,10,242,0,3,0,0,0,0,0,0,0,17.921155937912765,0.6112
337,22,22,242,0,1,0,15,0,1,55,3,2,6.759573128071055,0.6112
338,34,34,242,0,3,0,0,0,0,0,0,1,9.817175130655064,0.6112
339,10,10,243,0,3,0,0,0,0,0,0,0,17.87881394971702,0.6133
